ENZYME,ENZY_ACC_ID,GENE,KIN_ORGANISM,SUBSTRATE,SUB_GENE_ID,SUB_ACC_ID,SUB_GENE,SUB_ORGANISM,SUB_MOD_RSD,SITE_GRP_ID,SITE_...7_AA,networkin_score,Source
SIAH2,Q06986,Siah2,mouse,EGLN3,,Q91UZ4,Egln3,mouse,,,,,
SIAH2,Q06986,Siah2,mouse,LATS2,,Q7TSJ6,Lats2,mouse,,,,,
SIAH2,Q06986,Siah2,mouse,NCOR1,,Q60974,Ncor1,mouse,,,,,
SIAH2,Q06986,Siah2,mouse,PML,,Q60953,Pml,mouse,,,,,
SIAH2,Q06986,Siah2,mouse,EGLN1,,Q91YE3,Egln1,mouse,,,,,
SIAH2,Q06986,Siah2,mouse,TRAF2,,P39429,Traf2,mouse,,,,,
SIAH2,Q06986,Siah2,mouse,NAC3,,S4R2P9,Slc8a3,mouse,,,,,
SIAH2,Q06986,Siah2,mouse,AKAP1,,O08715,Akap1,mouse,,,,,
SIAH2,Q06986,Siah2,mouse,PLCE1,,Q8K4S1,Plce1,mouse,,,,,
SKP2,Q9Z0Z3,Skp2,mouse,CCNE1,,Q61457,Ccne1,mouse,,,,,
SKP2,Q9Z0Z3,Skp2,mouse,CDN1A,,P39689,Cdkn1a,mouse,,,,,
SKP2,Q9Z0Z3,Skp2,mouse,CTNB1,,Q02248,Ctnnb1,mouse,,,,,
SKP2,Q9Z0Z3,Skp2,mouse,MYC,,P01108,Myc,mouse,,,,,
SKP2,Q9Z0Z3,Skp2,mouse,IKBE,,O54910,Nfkbie,mouse,,,,,
SKP2,Q9Z0Z3,Skp2,mouse,IKBB,,Q60778,Nfkbib,mouse,,,,,
SKP2,Q9Z0Z3,Skp2,mouse,UBP18,,Q9WTV6,Usp18,mouse,,,,,
SKP2,Q9Z0Z3,Skp2,mouse,CDN1B,,P46414,Cdkn1b,mouse,,,,,
SKP2,Q9Z0Z3,Skp2,mouse,BECN1,,O88597,Becn1,mouse,,,,,
SKP2,Q9Z0Z3,Skp2,mouse,IKBA,,Q9Z1E3,Nfkbia,mouse,,,,,
SKP2,Q9Z0Z3,Skp2,mouse,FOXO1,,Q9R1E0,Foxo1,mouse,,,,,
SKP2,Q9Z0Z3,Skp2,mouse,FGD1,,P52734,Fgd1,mouse,,,,,
SKP2,Q9Z0Z3,Skp2,mouse,CDN1C,,P49919,Cdkn1c,mouse,,,,,
SMUF1,Q9CUN6,Smurf1,mouse,M3K2,,Q61083,Map3k2,mouse,,,,,
SMUF1,Q9CUN6,Smurf1,mouse,SMAD5,,P97454,Smad5,mouse,,,,,
SMUF1,Q9CUN6,Smurf1,mouse,TRAF3,,Q60803,Traf3,mouse,,,,,
SMUF1,Q9CUN6,Smurf1,mouse,RHOA,,Q9QUI0,Rhoa,mouse,,,,,
SMUF1,Q9CUN6,Smurf1,mouse,RUNX2,,Q08775,Runx2,mouse,,,,,
SMUF1,Q9CUN6,Smurf1,mouse,CIKS,,Q8N7N6,Traf3ip2,mouse,,,,,
SMUF1,Q9CUN6,Smurf1,mouse,SMAD1,,P70340,Smad1,mouse,,,,,
SMUF2,A2A5Z6,Smurf2,mouse,SATB1,,Q60611,Satb1,mouse,,,,,
SMUF2,A2A5Z6,Smurf2,mouse,TYY1,,Q00899,Yy1,mouse,,,,,
SMUF2,A2A5Z6,Smurf2,mouse,SMAD7,,O35253,Smad7,mouse,,,,,
SMUF2,A2A5Z6,Smurf2,mouse,STABP,,Q9CQ26,Stambp,mouse,,,,,
SMUF2,A2A5Z6,Smurf2,mouse,GSK3A,,Q2NL51,Gsk3a,mouse,,,,,
SMUF2,A2A5Z6,Smurf2,mouse,CTNB1,,Q02248,Ctnnb1,mouse,,,,,
SMUF2,A2A5Z6,Smurf2,mouse,BRE1A,,Q5DTM8,Rnf20,mouse,,,,,
SMUF2,A2A5Z6,Smurf2,mouse,RUNX2,,Q08775,Runx2,mouse,,,,,
SMUF2,A2A5Z6,Smurf2,mouse,RAP1B,,Q99JI6,Rap1b,mouse,,,,,
SOCS1,O35716,Socs1,mouse,TF65,,Q04207,Rela,mouse,,,,,
SOCS1,O35716,Socs1,mouse,IRS1,,P35569,Irs1,mouse,,,,,
SOCS1,O35716,Socs1,mouse,IRS2,,P81122,Irs2,mouse,,,,,
SOCS2,O35717,Socs2,mouse,SOCS3,,O35718,Socs3,mouse,,,,,
SOCS3,O35718,Socs3,mouse,IRS2,,P81122,Irs2,mouse,,,,,
SOCS3,O35718,Socs3,mouse,IRS1,,P35569,Irs1,mouse,,,,,
SPOP,Q6ZWS8,Spop,mouse,BMI1,,P25916,Bmi1,mouse,,,,,
SPOP,Q6ZWS8,Spop,mouse,H2AY,,Q9QZQ8,Macroh2a1,mouse,,,,,
SPOP,Q6ZWS8,Spop,mouse,MYC,,P01108,Myc,mouse,,,,,
SPOP,Q6ZWS8,Spop,mouse,ODPX,,Q8BKZ9,Pdhx,mouse,,,,,
SPOP,Q6ZWS8,Spop,mouse,DAXX,,O35613,Daxx,mouse,,,,,
SPSB1,Q9D5L7,Spsb1,mouse,CDN1A,,P39689,Cdkn1a,mouse,,,,,
CHIP,Q9WUD1,Stub1,mouse,M3K12,,Q60700,Map3k12,mouse,,,,,
CHIP,Q9WUD1,Stub1,mouse,GATA4,,Q08369,Gata4,mouse,,,,,
CHIP,Q9WUD1,Stub1,mouse,TAU,,P10637,Mapt,mouse,,,,,
CHIP,Q9WUD1,Stub1,mouse,RUNX2,,Q08775,Runx2,mouse,,,,,
CHIP,Q9WUD1,Stub1,mouse,HD,,P42859,Htt,mouse,,,,,
CHIP,Q9WUD1,Stub1,mouse,AHR,,P30561,Ahr,mouse,,,,,
CHIP,Q9WUD1,Stub1,mouse,SODC,,P08228,Sod1,mouse,,,,,
CHIP,Q9WUD1,Stub1,mouse,DLK1,,Q09163,Dlk1,mouse,,,,,
CHIP,Q9WUD1,Stub1,mouse,NOS1,,Q9Z0J4,Nos1,mouse,,,,,
CHIP,Q9WUD1,Stub1,mouse,CHIP,,Q9WUD1,Stub1,mouse,,,,,
CHIP,Q9WUD1,Stub1,mouse,SGK1,,Q9WVC6,Sgk1,mouse,,,,,
CHIP,Q9WUD1,Stub1,mouse,AKT1,,P31750,Akt1,mouse,,,,,
CHIP,Q9WUD1,Stub1,mouse,RAF1,,Q99N57,Raf1,mouse,,,,,
CHIP,Q9WUD1,Stub1,mouse,HSP7C,,P63017,Hspa8,mouse,,,,,
CHIP,Q9WUD1,Stub1,mouse,ESR1,,P19785,Esr1,mouse,,,,,
CHIP,Q9WUD1,Stub1,mouse,MKKS,,Q9JI70,Mkks,mouse,,,,,
CHIP,Q9WUD1,Stub1,mouse,SMAD3,,Q8BUN5,Smad3,mouse,,,,,
SYVN1,Q9DBY1,Syvn1,mouse,P53,,P02340,Tp53,mouse,,,,,
SYVN1,Q9DBY1,Syvn1,mouse,SGK1,,Q9WVC6,Sgk1,mouse,,,,,
SYVN1,Q9DBY1,Syvn1,mouse,MAFA,,Q8CF90,Mafa,mouse,,,,,
SYVN1,Q9DBY1,Syvn1,mouse,ERN1,,Q9EQY0,Ern1,mouse,,,,,
SYVN1,Q9DBY1,Syvn1,mouse,PFKAP,,Q9WUA3,Pfkp,mouse,,,,,
SYVN1,Q9DBY1,Syvn1,mouse,NICA,,P57716,Ncstn,mouse,,,,,
SYVN1,Q9DBY1,Syvn1,mouse,NF2L2,,Q60795,Nfe2l2,mouse,,,,,
SYVN1,Q9DBY1,Syvn1,mouse,MAVS,,Q8VCF0,Mavs,mouse,,,,,
TBL1X,Q9QXE7,Tbl1x,mouse,CTNB1,,Q02248,Ctnnb1,mouse,,,,,
BACD2,O70479,Tnfaip1,mouse,RHOA,,Q9QUI0,Rhoa,mouse,,,,,
TOPRS,Q80Z37,Topors,mouse,NKX31,,P97436,Nkx3-1,mouse,,,,,
TRAF2,P39429,Traf2,mouse,TRAF3,,Q60803,Traf3,mouse,,,,,
TRAF2,P39429,Traf2,mouse,SRC,,P05480,Src,mouse,,,,,
TRAF2,P39429,Traf2,mouse,LST8,,Q9DCJ1,Mlst8,mouse,,,,,
TRAF2,P39429,Traf2,mouse,M3K14,,Q9WUL6,Map3k14,mouse,,,,,
TRAF3,Q60803,Traf3,mouse,TNAP3,,Q60769,Tnfaip3,mouse,,,,,
TRAF3,Q60803,Traf3,mouse,M3K14,,Q9WUL6,Map3k14,mouse,,,,,
TRAF6,P70196,Traf6,mouse,M3K5,,O35099,Map3k5,mouse,,,,,
TRAF6,P70196,Traf6,mouse,BIRC3,,O08863,Birc3,mouse,,,,,
TRAF6,P70196,Traf6,mouse,TRAF6,,P70196,Traf6,mouse,,,,,
TRAF6,P70196,Traf6,mouse,EZH2,,Q61188,Ezh2,mouse,,,,,
TRAF6,P70196,Traf6,mouse,NR2C2,,P49117,Nr2c2,mouse,,,,,
TRAF6,P70196,Traf6,mouse,AKT1,,P31750,Akt1,mouse,,,,,
TRAF6,P70196,Traf6,mouse,BIRC2,,Q62210,Birc2,mouse,,,,,
TRAF6,P70196,Traf6,mouse,FOXP3,,Q99JB6,Foxp3,mouse,,,,,
TRAF6,P70196,Traf6,mouse,CASP8,,O89110,Casp8,mouse,,,,,
TRAF6,P70196,Traf6,mouse,M3K7,,Q62073,Map3k7,mouse,,,,,
TRAF6,P70196,Traf6,mouse,ECSIT,,Q9QZH6,Ecsit,mouse,,,,,
TRAF6,P70196,Traf6,mouse,TNAP3,,Q60769,Tnfaip3,mouse,,,,,
TRAF6,P70196,Traf6,mouse,RAB7A,,P51150,Rab7a,mouse,,,,,
TRAF6,P70196,Traf6,mouse,NEMO,,O88522,Ikbkg,mouse,,,,,
TRAF6,P70196,Traf6,mouse,RIPK2,,P58801,Ripk2,mouse,,,,,
TRI10,Q9WUH5,Trim10,mouse,PTEN,,O08586,Pten,mouse,,,,,
TRI11,Q99PQ2,Trim11,mouse,PAX6,,P63015,Pax6,mouse,,,,,
TRI11,Q99PQ2,Trim11,mouse,MED15,,Q924H2,Med15,mouse,,,,,
TRI13,Q9CYB0,Trim13,mouse,DDIT3,,P35639,Ddit3,mouse,,,,,
TRI17,Q7TPM3,Trim17,mouse,TRI17,,Q7TPM3,Trim17,mouse,,,,,
TRIM2,Q9ESN6,Trim2,mouse,NFL,,P08551,Nefl,mouse,,,,,
RO52,Q62191,Trim21,mouse,IKKB,,O88351,Ikbkb,mouse,,,,,
RO52,Q62191,Trim21,mouse,IRF8,,P23611,Irf8,mouse,,,,,
Q3U7K7,Q3U7K7,Trim21,mouse,DDX41,,Q91VN6,Ddx41,mouse,,,,,
Q3U7K7,Q3U7K7,Trim21,mouse,NUP62,,Q63850,Nup62,mouse,,,,,
Q3U7K7,Q3U7K7,Trim21,mouse,PD1L1,,Q9EP73,Cd274,mouse,,,,,
Q3U7K7,Q3U7K7,Trim21,mouse,SOCS3,,O35718,Socs3,mouse,,,,,
Q3U7K7,Q3U7K7,Trim21,mouse,ANO1,,Q8BHY3,Ano1,mouse,,,,,
RO52,Q62191,Trim21,mouse,UBP4,,P35123,Usp4,mouse,,,,,
TRI23,Q8BGX0,Trim23,mouse,ANO1,,Q8BHY3,Ano1,mouse,,,,,
TRI25,Q61510,Trim25,mouse,DDX58,,Q6Q899,Ddx58,mouse,,,,,
TRI25,Q61510,Trim25,mouse,IFIH1,,Q8R5F7,Ifih1,mouse,,,,,
TRI25,Q61510,Trim25,mouse,PPARG,,P37238,Pparg,mouse,,,,,
TRI26,Q99PN3,Trim26,mouse,XCT,,Q9WTR6,Slc7a11,mouse,,,,,
TIF1B,Q62318,Trim28,mouse,B2LA1,,Q07440,Bcl2a1,mouse,,,,,
TRIM3,Q9R1R2,Trim3,mouse,TLR3,,Q99MB1,Tlr3,mouse,,,,,
TRI31,Q8R0K2,Trim31,mouse,MAVS,,Q8VCF0,Mavs,mouse,,,,,
TRI31,Q8R0K2,Trim31,mouse,TRI31,,Q8R0K2,Trim31,mouse,,,,,
TRI32,Q8CH72,Trim32,mouse,MYC,,P01108,Myc,mouse,,,,,
TRI32,Q8CH72,Trim32,mouse,PIAS4,,Q9JM05,Pias4,mouse,,,,,
TRI32,Q8CH72,Trim32,mouse,TRI32,,Q8CH72,Trim32,mouse,,,,,
TRI32,Q8CH72,Trim32,mouse,DTBP1,,Q91WZ8,Dtnbp1,mouse,,,,,
TRI32,Q8CH72,Trim32,mouse,ABI2,,P62484,Abi2,mouse,,,,,
TRI33,Q99PP7,Trim33,mouse,SMAD4,,P97471,Smad4,mouse,,,,,
TRI37,Q6PCX9,Trim37,mouse,TRI37,,Q6PCX9,Trim37,mouse,,,,,
Q5SZ99,Q5SZ99,Trim38,mouse,TRAF6,,P70196,Traf6,mouse,,,,,
TRI47,Q8C0E3,Trim47,mouse,FOXO1,,Q9R1E0,Foxo1,mouse,,,,,
TRI56,Q80VI1,Trim56,mouse,STING,,Q3TBT3,Sting1,mouse,,,,,
TRI59,Q922Y2,Trim59,mouse,ABHD5,,Q9DBL9,Abhd5,mouse,,,,,
TRI63,Q38HM4,Trim63,mouse,MLRV,,P51667,Myl2,mouse,,,,,
TRI63,Q38HM4,Trim63,mouse,MYPC2,,Q5XKE0,Mybpc2,mouse,,,,,
TRI63,Q38HM4,Trim63,mouse,TNNI3,,P48787,Tnni3,mouse,,,,,
TRI63,Q38HM4,Trim63,mouse,KCRM,,P07310,Ckm,mouse,,,,,
TRI63,Q38HM4,Trim63,mouse,MLRS,,P97457,Mylpf,mouse,,,,,
TRI63,Q38HM4,Trim63,mouse,MYL1,,P05977,Myl1,mouse,,,,,
TRI65,Q8BFW4,Trim65,mouse,DUS6,,Q9DBB1,Dusp6,mouse,,,,,
TRI65,Q8BFW4,Trim65,mouse,RHG35,,Q91YM2,Arhgap35,mouse,,,,,
TRI72,Q1XH17,Trim72,mouse,IRS1,,P35569,Irs1,mouse,,,,,
TRIM8,Q99PJ2,Trim8,mouse,M3K7,,Q62073,Map3k7,mouse,,,,,
TP4AP,Q9JLV2,Trpc4ap,mouse,IKBA,,Q9Z1E3,Nfkbia,mouse,,,,,
TTC3,O88196,Ttc3,mouse,AKT1,,P31750,Akt1,mouse,,,,,
TTC3,O88196,Ttc3,mouse,AKT2,,Q60823,Akt2,mouse,,,,,
TTC3,O88196,Ttc3,mouse,AKT3,,Q9WUA6,Akt3,mouse,,,,,
UBE2O,Q6ZPJ3,Ube2o,mouse,AAPK2,,Q8BRK8,Prkaa2,mouse,,,,,
UBE3A,O08759,Ube3a,mouse,SYUA,,O55042,Snca,mouse,,,,,
UBE3A,O08759,Ube3a,mouse,P53,,P02340,Tp53,mouse,,,,,
UBE3A,O08759,Ube3a,mouse,A0A0A0MQ73,,A0A0A0MQ73,Kmt2d,mouse,,,,,
UBE3A,O08759,Ube3a,mouse,RAB3A,,P63011,Rab3a,mouse,,,,,
UBE3A,O08759,Ube3a,mouse,RP3A,,P47708,Rph3a,mouse,,,,,
UBR1,O70481,Ubr1,mouse,OPSD,,P15409,Rho,mouse,,,,,
UBR4,A2AN08,Ubr4,mouse,HAT1,,Q8BY71,Hat1,mouse,,,,,
VHL,P40338,Vhl,mouse,HIF1A,,Q61221,Hif1a,mouse,,,,,
VHL,P40338,Vhl,mouse,EPAS1,,P97481,Epas1,mouse,,,,,
WWP1,Q8BZZ3,Wwp1,mouse,ERBB4,,Q61527,Erbb4,mouse,,,,,
WWP1,Q8BZZ3,Wwp1,mouse,KLF15,,Q9EPW2,Klf15,mouse,,,,,
WWP1,Q8BZZ3,Wwp1,mouse,WWP1,,Q8BZZ3,Wwp1,mouse,,,,,
WWP1,Q8BZZ3,Wwp1,mouse,DVL2,,Q60838,Dvl2,mouse,,,,,
WWP1,Q8BZZ3,Wwp1,mouse,JUNB,,P09450,Junb,mouse,,,,,
WWP1,Q8BZZ3,Wwp1,mouse,RUNX2,,Q08775,Runx2,mouse,,,,,
WWP1,Q8BZZ3,Wwp1,mouse,SMAD6,,O35182,Smad6,mouse,,,,,
WWP1,Q8BZZ3,Wwp1,mouse,P53,,P02340,Tp53,mouse,,,,,
WWP2,Q9DBH0,Wwp2,mouse,EGR2,,P08152,Egr2,mouse,,,,,
WWP2,Q9DBH0,Wwp2,mouse,WWP2,,Q9DBH0,Wwp2,mouse,,,,,
WWP2,Q9DBH0,Wwp2,mouse,DCTN6,,Q9WUB4,Dctn6,mouse,,,,,
WWP2,Q9DBH0,Wwp2,mouse,SMAD2,,Q62432,Smad2,mouse,,,,,
WWP2,Q9DBH0,Wwp2,mouse,RUNX2,,Q08775,Runx2,mouse,,,,,
WWP2,Q9DBH0,Wwp2,mouse,PTEN,,O08586,Pten,mouse,,,,,
WWP2,Q9DBH0,Wwp2,mouse,NRAM2,,P49282,Slc11a2,mouse,,,,,
WWP2,Q9DBH0,Wwp2,mouse,RPB1,,P08775,Polr2a,mouse,,,,,
WWP2,Q9DBH0,Wwp2,mouse,NR0B2,,Q62227,Nr0b2,mouse,,,,,
WWP2,Q9DBH0,Wwp2,mouse,PO5F1,,P20263,Pou5f1,mouse,,,,,
WWP2,Q9DBH0,Wwp2,mouse,SOX2,,P48432,Sox2,mouse,,,,,
WWP2,Q9DBH0,Wwp2,mouse,KLF5,,Q9Z0Z7,Klf5,mouse,,,,,
WWP2,Q9DBH0,Wwp2,mouse,4-Sep,,P28661,Septin4,mouse,,,,,
XIAP,Q60989,Xiap,mouse,M3K2,,Q61083,Map3k2,mouse,,,,,
XIAP,Q60989,Xiap,mouse,PTEN,,O08586,Pten,mouse,,,,,
XIAP,Q60989,Xiap,mouse,COMD1,,Q8K4M5,Commd1,mouse,,,,,
NIPA,Q80YV2,Zc3hc1,mouse,CCNB1,,P24860,Ccnb1,mouse,,,,,
ZNRF1,Q91V17,Znrf1,mouse,CAV1,,P49817,Cav1,mouse,,,,,
ZSWM2,Q9D9X6,Zswim2,mouse,ZSWM2,,Q9D9X6,Zswim2,mouse,,,,,
Q5DTH1,Q5DTH1,Ube3a,mouse,ARHGF,,Q5FWH6,Arhgef15,mouse,,,,,
DDB1,Q3U1J4,Ddb1,mouse,CRY1,,P97784,Cry1,mouse,,,,,
